noise_rec,snr_target_db,count,snr_in_mean,snr_in_std,snr_out_mean,snr_out_std,snr_improve_mean,snr_improve_std,rmse_mean,rmse_std,nrmse_std_mean,nrmse_std_std,prd_mean,prd_std,z_snr_out_mean,z_snr_out_std,z_snr_improve_mean,z_snr_improve_std,z_rmse_mean,z_rmse_std,z_nrmse_std_mean,z_nrmse_std_std,z_prd_mean,z_prd_std
bw,0,48,-4.8359686453154886e-11,7.188727363954231e-11,3.802768408533199,1.8015307541773098,3.8027684085815587,1.8015307541774674,0.2274554796870526,0.12418642455889174,0.6586611721694208,0.12966916205816645,65.86611721717394,12.966916205854956,3.8027684064553493,1.8015307560210756,3.8027684065037093,1.8015307560212335,0.22745548013196873,0.12418642492559666,0.6586611723487504,0.12966916215127872,65.8661172351069,12.966916215166187
bw,5,48,4.9999999998037135,2.2732788643129764e-10,3.8644911479284687,1.8300943970216277,-1.1355088518752456,1.830094397022749,0.22606357518683184,0.1239240820449755,0.6544276760637445,0.13093751950071197,65.44276760660472,13.093751950109345,3.864491145317652,1.8300943969615253,-1.1355088544860623,1.8300943969626466,0.22606357562580612,0.12392408241008296,0.6544276762564376,0.1309375194967509,65.44276762587404,13.09375194971324
bw,10,48,9.99999999933593,7.188736815534375e-10,3.8696057914453292,1.8418124390191093,-6.1303942078906,1.8418124390268182,0.22605682748703057,0.12388538133977706,0.6541838261963001,0.13125456865188564,65.41838261986004,13.1254568652261,3.8696057903224568,1.841812441254751,-6.130394209013471,1.8418124412624597,0.22605682790442297,0.12388538167060069,0.6541838263066166,0.13125456873100522,65.4183826308917,13.125456873138058
bw,15,48,14.999999997856667,2.2732784147646426e-09,3.883946073289952,1.8404774298532782,-11.116053924566714,1.8404774298799862,0.2256952813317589,0.12371256270769182,0.6530817495579005,0.13090513615340052,65.30817495601967,13.090513615377374,3.8839460712716516,1.8404774324421047,-11.116053926585016,1.8404774324688125,0.22569528175279072,0.12371256301412384,0.6530817497412752,0.1309051362810478,65.30817497435716,13.090513628142103
