Method,0,5,10,15
improved_dae,-0.25431762935297997,-0.9524409364643865,-2.6049238930270193,-5.585755664450735
our_algorithm,3.014858214844705,-2.002154888440111,-6.976706065230846,-11.976984615916901
unet1d,0.08621491137279176,0.07643133832402951,-0.05881155353393943,-0.6599178477720795
