Record,Target_SNR,Method,Input_SNR,Output_SNR,SNR_Imp,RMSE
107,15,improved_dae,15.000000000018726,8.579934005043313,-6.420065994975413,64.26063184737367
107,15,our_algorithm,15.000000000018726,0.048231933457765,-14.95176806656096,171.6050622146865
108,0,wt_only,1.8730132382824104e-11,-0.022029129287410985,-0.022029129306141117,32.618504215196104
108,0,improved_dae,1.8730132382824104e-11,-0.34771799684667004,-0.34771799686540017,33.86479766423262
108,0,our_algorithm,1.8730132382824104e-11,1.2004236686639644,1.2004236686452343,28.336186473901613
108,5,wt_only,5.000000000018731,4.92068829669626,-0.07931170332247106,18.464101142017576
108,5,improved_dae,5.000000000018731,3.6881662547563803,-1.3118337452623505,21.27914983120269
108,5,our_algorithm,5.000000000018731,1.183347146536105,-3.816652853482626,28.391950420560693
108,10,wt_only,10.00000000001873,9.745186375413876,-0.2548136246048536,10.595056243964487
108,10,improved_dae,10.00000000001873,6.530293547642387,-3.469706452376343,15.34079646343542
108,10,our_algorithm,10.00000000001873,1.1846468911485621,-8.815353108870168,28.387702205896687
108,15,wt_only,15.00000000001873,14.233356216683855,-0.7666437833348745,6.319675435375247
108,15,improved_dae,15.00000000001873,8.007608453657294,-6.992391546361436,12.941426871524369
108,15,our_algorithm,15.00000000001873,1.1767721826899662,-13.823227817328764,28.413450431186803
111,0,wt_only,1.8729168055357557e-11,-0.017917399063243352,-0.01791739908197252,39.044070404799704
111,0,improved_dae,1.8729168055357557e-11,-0.23522218812953147,-0.23522218814826062,40.033201884385505
111,0,our_algorithm,1.8729168055357557e-11,2.8342609632759093,2.8342609632571802,28.11552316315569
111,5,wt_only,5.000000000018727,4.937216134091496,-0.06278386592723084,22.069800662397444
111,5,improved_dae,5.000000000018727,4.144529253577431,-0.8554707464412958,24.178689303099322
111,5,our_algorithm,5.000000000018727,2.841800970260647,-2.15819902975808,28.09112735981381
111,10,wt_only,10.00000000001873,9.801002283009641,-0.19899771700908886,12.606923082614179
111,10,improved_dae,10.00000000001873,7.642731674684203,-2.357268325334527,16.163024585668254
111,10,our_algorithm,10.00000000001873,2.792971969812304,-7.207028030206426,28.249490459178777
111,15,wt_only,15.000000000018726,14.401788800081142,-0.5982111999375839,7.422834494312282
111,15,improved_dae,15.000000000018726,9.811369106702985,-5.188630893315741,12.591885384431542
111,15,our_algorithm,15.000000000018726,2.7904697589365766,-12.209530241082149,28.257629678963944
112,0,wt_only,1.8729168055357557e-11,-0.008221760509318115,-0.008221760528047283,40.64984591700991
112,0,improved_dae,1.8729168055357557e-11,-0.1700648114163482,-0.17006481143507735,41.41436972142885
112,0,our_algorithm,1.8729168055357557e-11,2.4946245527164446,2.4946245526977155,30.473096578614733
112,5,wt_only,5.000000000018728,4.967599613623641,-0.032400386395087466,22.92280896279833
112,5,improved_dae,5.000000000018728,4.306346542540039,-0.693653457478689,24.7360578881667
112,5,our_algorithm,5.000000000018728,2.5939294435946296,-2.4060705564240985,30.126684790207115
112,10,wt_only,10.00000000001873,9.8936399571498,-0.1063600428689302,13.000672492406075
112,10,improved_dae,10.00000000001873,7.986197557528031,-2.0138024424906993,16.193396052800413
112,10,our_algorithm,10.00000000001873,2.6285713828309727,-7.371428617187757,30.006769801326122
112,15,wt_only,15.000000000018726,14.674123827004898,-0.3258761730138282,7.497934191794387
112,15,improved_dae,15.000000000018726,10.371304097190865,-4.628695902827861,12.305028129875208
112,15,our_algorithm,15.000000000018726,2.645660032192315,-12.354339967826412,29.947792413659222
113,0,wt_only,1.8731096710290656e-11,0.00020064941475314156,0.00020064939602204487,84.3856431734377
113,0,improved_dae,1.8731096710290656e-11,-0.09533699257296316,-0.09533699259169426,85.3189391771541
113,0,our_algorithm,1.8731096710290656e-11,1.7171438497719105,1.7171438497531795,69.25025944920665
113,5,wt_only,5.000000000018731,4.991736881584454,-0.008263118434276961,47.49979696382561
113,5,improved_dae,5.000000000018731,4.350090930421374,-0.6499090695973564,51.141569348516526
113,5,our_algorithm,5.000000000018731,1.7259529543658187,-3.274047045652912,69.18006243250981
113,10,wt_only,10.00000000001873,9.96339184536421,-0.03660815465451961,26.79840862876886
113,10,improved_dae,10.00000000001873,7.980202445357931,-2.0197975546607987,33.67196606584257
113,10,our_algorithm,10.00000000001873,1.727117732080692,-8.272882267938037,69.17078600881739
113,15,wt_only,15.00000000001873,14.872852099353775,-0.12714790066495496,15.227758911235135
113,15,improved_dae,15.00000000001873,10.270799365026757,-4.729200634991972,25.86655722753286
113,15,our_algorithm,15.00000000001873,1.7282301283586703,-13.271769871660059,69.16192791814983
